Data from SE1cfu__3__17-37-24-511.txt Node

-1.5	7.23
4.9	84.21
11.2	105.3
17.5	69
23.9	10.95
30.2	0
36.5	0
42.8	0
49.1	0.94
55.4	6.79
61.7	0
68	0.9
74.3	7.08
80.6	4.91
86.9	3.89
93.2	3.2
99.4	0.8
105.7	3.94
111.9	2.23
118.2	0.7
124.4	5.29
130.7	0
136.9	3.2
143.2	0
149.4	0
155.6	0
161.8	0
168	0
174.2	0
180.4	0
186.6	0
192.8	0
199	0
205.2	0
211.4	0
217.5	0
223.7	0
229.8	0
236	0
242.1	0
248.3	0
254.4	0
260.6	0
266.7	0
272.8	0
278.9	630.89
285	1056.58
291.2	1293.59
297.3	1334.18
303.4	1355.72
309.5	1364.95
315.5	1386.05
321.6	1357.34
327.7	1320.35
333.8	1285.89
339.8	1258.47
345.9	1258.2
352	1284.51
358	1311.64
364.1	1324.58
370.1	1328.2
376.2	1345.59
382.2	1315.57
388.2	1279.09
394.2	1261.4
400.3	1236.16
406.3	1214.53
412.3	1204.68
418.3	1179.28
424.3	1181.08
430.3	1171.29
436.3	1114.42
442.3	1053.86
448.2	923.45
454.2	820.97
460.2	654.53
466.1	449.17
472.1	215.44
478.1	77.41
484	132.09
490	460.28
495.9	762.25
501.8	891.36
507.8	771.18
513.7	436
519.6	0
525.5	0
531.4	0
537.3	0
543.3	0
549.1	0
555	0
560.9	0
566.8	0
572.7	0
578.6	0
584.4	19.76
590.3	114.14
596.2	238.88
602	397.77
607.9	538.24
613.7	596.75
619.5	548.06
625.4	413.01
631.2	242.26
637	85.98
642.9	0
648.7	0
654.5	0
660.3	0
666.1	0
671.9	0
677.7	0
683.5	0
689.3	0
695	0
700.8	0
706.6	0
712.4	0
718.1	0
723.9	0
729.6	3.44
735.4	25.95
741.1	27.24
746.9	50.05
752.6	64.74
758.3	96.92
764	125.33
769.8	191.91
775.5	300.44
781.2	432.39
786.9	585.48
792.6	730.92
798.3	816.33
804	870.78
809.7	883.7
815.4	883.73
821	873.53
826.7	847.23
832.4	802.56
838	744.67
843.7	682.98
849.4	599.98
855	485.16
860.7	386.41
866.3	277.93
871.9	195.34
877.6	102.58
883.2	56.99
888.8	23.03
894.4	10.23
900.1	2.19
905.7	0
911.3	1.69
916.9	0
922.5	0
928.1	0
933.7	0
939.2	0
944.8	0
950.4	0
956	0
961.5	0
967.1	0
972.7	4.83
978.2	1.8
983.8	0
989.3	7.88
994.8	0
1000.4	0.99
1005.9	12.57
1011.4	33.98
1017	63.74
1022.5	93.73
1028	129.65
1033.5	176.42
1039	211.32
1044.5	234.38
1050	273.94
1055.5	278.39
1061	281.39
1066.5	273.57
1071.9	269.94
1077.4	253.48
1082.9	228.99
1088.4	193.96
1093.8	176.53
1099.3	133.89
1104.7	101.3
1110.2	62.26
1115.6	35.97
1121.1	11.89
1126.5	1.32
1131.9	1.62
1137.4	17.22
1142.8	31.31
1148.2	47.22
1153.6	72.52
1159	78.39
1164.4	94.79
1169.8	113.42
1175.2	121.07
1180.6	134.52
1186	137.9
1191.4	152.71
1196.8	160.77
1202.2	161.7
1207.5	158.97
1212.9	158.53
1218.3	143.32
1223.6	139.41
1229	129.5
1234.3	109.19
1239.7	106.49
1245	90.21
1250.4	86.64
1255.7	83
1261	59.16
1266.4	41.12
1271.7	25.19
1277	13.65
1282.3	5.23
1287.6	2.18
1292.9	3.21
1298.2	2.26
1303.5	1.24
1308.8	7.38
1314.1	1.89
1319.4	6.63
1324.7	9
1330	0
1335.2	14.14
1340.5	0
1345.8	0.33
1351	4.12
1356.3	0
1361.6	0
1366.8	0
1372	2.48
1377.3	0
1382.5	1.08
1387.8	0
1393	1.88
1398.2	11.67
1403.4	0
1408.6	0
1413.9	7.81
1419.1	0
1424.3	1.04
1429.5	0.23
1434.7	4.41
1439.9	0.75
1445.1	10.81
1450.2	0
1455.4	0.39
1460.6	5.05
1465.8	0
1470.9	0.02
1476.1	3.65
1481.3	9.55
1486.4	7.79
1491.6	2.61
1496.7	2.27
1501.9	2.48
1507	0.73
1512.1	7.75
1517.3	3.69
1522.4	0
1527.5	1.82
1532.7	4.48
1537.8	2.34
1542.9	0
1548	9.05
1553.1	6.86
1558.2	15.17
1563.3	9.48
1568.4	0
1573.5	7.9
1578.6	1.17
1583.6	0.93
1588.7	0.91
1593.8	1.64
1598.9	7.29
1603.9	1.82
1609	9.38
1614.1	0.14
1619.1	12.06
1624.2	7.97
1629.2	10.47
1634.3	4.3
1639.3	3.76
1644.3	0
1649.4	2.51
1654.4	11.25
1659.4	7.23
1664.4	8.12
1669.5	7.29
1674.5	0
1679.5	0.74
1684.5	8.64
1689.5	15.71
1694.5	9.95
1699.5	5.15
1704.5	6.48
1709.5	0.99
1714.4	0.36
1719.4	4.6
1724.4	0
1729.4	0
1734.3	2.23
1739.3	0
1744.3	1.28
1749.2	3.39
1754.2	7.02
1759.1	7.29
1764.1	11.26
1769	2.28
1773.9	0
1778.9	9.79
1783.8	15.77
1788.7	8.44
1793.6	0.79
1798.6	14.05
1803.5	3.14
1808.4	8.23
1813.3	0
1818.2	0.32
1823.1	3.89
1828	3.84
1832.9	2.02
1837.8	5.53
1842.7	13.93
1847.5	0
1852.4	0.79
1857.3	4.35
1862.2	1.16
1867	4.27
1871.9	7.96
1876.8	3.14
1881.6	1.56
1886.5	0.11
1891.3	14.16
1896.2	3.19
1901	13.53
1905.8	2.98
1910.7	1.56
1915.5	3.72
1920.3	7.33
1925.2	9.92
1930	0.76
1934.8	0
1939.6	0.57
1944.4	5.96
1949.2	0
1954	0.66
1958.8	2.29
1963.6	0
1968.4	8.15
1973.2	0
1978	8.04
1982.8	0.92
1987.5	0
1992.3	3.94
1997.1	6.07
2001.9	1.07
2006.6	0.33
2011.4	3.4
2016.1	0
2020.9	1.55
2025.6	0
2030.4	0
2035.1	10.22
2039.9	0.11
2044.6	15.97
2049.3	4.61
2054	0
2058.8	0.43
2063.5	4.13
2068.2	1.74
2072.9	0
2077.6	0.75
2082.3	3.64
2087	5.63
2091.7	0
2096.4	1.63
2101.1	0
2105.8	9.34
2110.5	9.02
2115.2	0.47
2119.9	13.76
2124.5	11.9
2129.2	6.97
2133.9	5.72
2138.5	0
2143.2	2.81
2147.9	0
2152.5	0.26
2157.2	0.16
2161.8	0
2166.5	1.87
2171.1	0
2175.7	2.95
2180.4	7.62
2185	0
2189.6	0.01
2194.3	1.37
2198.9	3.8
2203.5	5.77
2208.1	0
2212.7	0.44
2217.3	3.81
2221.9	0
2226.5	3.88
2231.1	0
2235.7	3.92
2240.3	0.89
2244.9	3.49
2249.5	0
2254.1	0.3
2258.6	0.48
2263.2	6.3
2267.8	8.86
2272.3	8.54
2276.9	5.62
2281.5	0
2286	10.06
2290.6	0
2295.1	0.51
2299.7	0
2304.2	0.08
2308.7	1.52
2313.3	0.76
2317.8	0
2322.3	7.68
2326.9	5.28
2331.4	0.08
2335.9	12.03
2340.4	5.37
2344.9	0.42
2349.5	5.91
2354	0
2358.5	4.29
2363	0
2367.5	0.43
2372	7.18
2376.4	0
2380.9	5.92
2385.4	1.43
2389.9	9.28
2394.4	5.95
2398.8	3.64
2403.3	1.45
2407.8	0.56
2412.2	12.6
2416.7	10.67
2421.2	6.26
2425.6	0.77
2430.1	13.06
2434.5	15.18
2439	11.43
2443.4	5.86
2447.8	4.51
2452.3	0
2456.7	0.7
2461.1	3.25
2465.6	4.61
2470	0.79
2474.4	0
2478.8	0
2483.2	0
2487.6	0
2492	1.63
2496.4	0
2500.8	0.37
2505.2	0.23
2509.6	0
2514	6.47
2518.4	0
2522.8	11.43
2527.2	0
2531.6	0.35
2535.9	0
2540.3	3.29
2544.7	3.49
2549	0
2553.4	0.51
2557.8	3.13
2562.1	2.96
2566.5	0.73
2570.8	12.98
2575.2	0
2579.5	0.46
2583.8	10.77
2588.2	0
2592.5	6.06
2596.8	2.12
2601.2	12.66
2605.5	2.4
2609.8	4.57
2614.1	0.78
2618.4	5.3
2622.8	3.43
2627.1	0.41
2631.4	1.51
2635.7	3.9
2640	2.11
2644.3	0
2648.6	0.57
2652.8	9.81
2657.1	15.24
2661.4	8.31
2665.7	11.79
2670	0.7
2674.3	0.75
2678.5	9.47
2682.8	0.35
2687.1	6.44
2691.3	0
2695.6	0.46
2699.8	1.71
2704.1	2.34
2708.3	5.5
2712.6	7.39
2716.8	1.79
2721.1	9.68
2725.3	13.37
2729.5	6.28
2733.8	0.55
2738	8.63
2742.2	5.61
2746.5	1.09
2750.7	0.85
2754.9	6.44
2759.1	6.92
2763.3	0.73
2767.5	9.52
2771.7	9.86
2775.9	5.27
2780.1	3.03
2784.3	0.85
2788.5	6.12
2792.7	7.63
2796.9	0
2801.1	12.56
2805.3	4.29
2809.4	0.79
2813.6	16.02
2817.8	2.99
2822	5.55
2826.1	0
2830.3	0.7
2834.5	2.3
2838.6	9.02
2842.8	18.76
2846.9	4.59
2851.1	12.18
2855.2	1
2859.4	0
2863.5	15.07
2867.6	0
2871.8	0.75
2875.9	6.34
2880	0
2884.2	8.42
2888.3	9.4
2892.4	0.87
2896.5	11.67
2900.6	1.52
2904.7	13.14
2908.8	7.09
