Data from RamanShift__3__17-37-24-517.txt Node

-1.5	15.97
4.9	249.94
11.2	317.02
17.5	172.68
23.9	0
30.2	0
36.5	0
42.8	0
49.1	0
55.4	0
61.7	0
68	0.5
74.3	6.47
80.6	5.01
86.9	3.97
93.2	3.41
99.4	0.46
105.7	4.03
111.9	2.27
118.2	0.59
124.4	5.15
130.7	0
136.9	3.75
143.2	0
149.4	0
155.6	0
161.8	0
168	0
174.2	0
180.4	0
186.6	0
192.8	0
199	0
205.2	0
211.4	0
217.5	0
223.7	0
229.8	0
236	0
242.1	0
248.3	0
254.4	0
260.6	0
266.7	0
272.8	0
278.9	574.18
285	961.61
291.2	1190.31
297.3	1234.43
303.4	1253.45
309.5	1250.19
315.5	1267.17
321.6	1240.22
327.7	1213.26
333.8	1191.67
339.8	1167.39
345.9	1164.34
352	1180.76
358	1203.57
364.1	1211.39
370.1	1214.45
376.2	1235.56
382.2	1211.16
388.2	1177.78
394.2	1159.35
400.3	1138.5
406.3	1117.6
412.3	1106.96
418.3	1088.7
424.3	1091.82
430.3	1090.61
436.3	1025.34
442.3	964.86
448.2	835.61
454.2	743.28
460.2	599.09
466.1	409.88
472.1	196.4
478.1	67.22
484	122.98
490	430.46
495.9	712.69
501.8	812.95
507.8	685.49
513.7	364.31
519.6	0
525.5	0
531.4	0
537.3	0
543.3	0
549.1	0
555	0
560.9	0
566.8	0
572.7	0
578.6	0
584.4	17.43
590.3	108.13
596.2	225.19
602	372.31
607.9	499.8
613.7	550.64
619.5	500.1
625.4	373.01
631.2	210.65
637	66.97
642.9	0
648.7	0
654.5	0
660.3	0
666.1	0
671.9	0
677.7	0
683.5	0
689.3	0
695	0
700.8	0
706.6	0
712.4	0
718.1	0
723.9	0
729.6	3.56
735.4	25.03
741.1	26.24
746.9	48.61
752.6	62.03
758.3	91.38
764	117.52
769.8	180.45
775.5	280.66
781.2	402.14
786.9	538.73
792.6	673.43
798.3	747.84
804	800.76
809.7	809.09
815.4	808.24
821	796.23
826.7	774.63
832.4	732.02
838	677.35
843.7	617.77
849.4	542.81
855	440.18
860.7	350.01
866.3	251.72
871.9	174.23
877.6	90.38
883.2	49.02
888.8	20.71
894.4	9.77
900.1	4.29
905.7	0
911.3	3.21
916.9	0
922.5	0
928.1	0
933.7	0
939.2	0
944.8	0
950.4	0
956	0
961.5	0
967.1	0
972.7	3.61
978.2	0
983.8	0
989.3	8.79
994.8	0
1000.4	0.31
1005.9	10.64
1011.4	30.67
1017	59.46
1022.5	86.4
1028	118.23
1033.5	162.24
1039	195.26
1044.5	216.45
1050	252.93
1055.5	254.71
1061	254.33
1066.5	244.97
1071.9	244.08
1077.4	230.07
1082.9	209.06
1088.4	178.04
1093.8	159.22
1099.3	121.3
1104.7	90.73
1110.2	55.23
1115.6	32.95
1121.1	9.42
1126.5	1.22
1131.9	1.85
1137.4	19.95
1142.8	34.49
1148.2	50.88
1153.6	72.55
1159	74.71
1164.4	87.99
1169.8	105.28
1175.2	111.93
1180.6	124.32
1186	129.9
1191.4	143.13
1196.8	149.92
1202.2	148.29
1207.5	146.67
1212.9	145.49
1218.3	131.38
1223.6	126.02
1229	118.87
1234.3	99.97
1239.7	99.84
1245	81.88
1250.4	77.02
1255.7	74.04
1261	52.8
1266.4	39.03
1271.7	24.88
1277	14.82
1282.3	4.44
1287.6	1.04
1292.9	1.33
1298.2	2.02
1303.5	0.73
1308.8	7.72
1314.1	3.47
1319.4	6.54
1324.7	9.41
1330	0
1335.2	14.18
1340.5	0
1345.8	1.85
1351	6.66
1356.3	0.34
1361.6	2.49
1366.8	0.43
1372	10.15
1377.3	0
1382.5	4.54
1387.8	0
1393	1.25
1398.2	12.29
1403.4	0.69
1408.6	0
1413.9	8.17
1419.1	0
1424.3	1.11
1429.5	0
1434.7	4.47
1439.9	0.64
1445.1	10.49
1450.2	0
1455.4	0.17
1460.6	4.58
1465.8	0.45
1470.9	0.55
1476.1	5.17
1481.3	11.16
1486.4	8.99
1491.6	2.2
1496.7	1.62
1501.9	2.1
1507	0.9
1512.1	8.55
1517.3	4.15
1522.4	0
1527.5	1.86
1532.7	4.64
1537.8	1.09
1542.9	0
1548	9.07
1553.1	7.84
1558.2	15.22
1563.3	8.4
1568.4	0
1573.5	6.93
1578.6	0.02
1583.6	0.2
1588.7	0.08
1593.8	1.53
1598.9	8.36
1603.9	3.35
1609	11.81
1614.1	0.79
1619.1	13.37
1624.2	8.84
1629.2	10.69
1634.3	5.12
1639.3	4.74
1644.3	0
1649.4	1.7
1654.4	10.96
1659.4	4.73
1664.4	5.34
1669.5	4.81
1674.5	0
1679.5	0.02
1684.5	7.91
1689.5	14.25
1694.5	7.81
1699.5	1.75
1704.5	5.19
1709.5	0.41
1714.4	0.26
1719.4	4.36
1724.4	0
1729.4	0
1734.3	2.88
1739.3	0
1744.3	1.17
1749.2	2.7
1754.2	5.18
1759.1	7.03
1764.1	11.83
1769	3.32
1773.9	0
1778.9	9.89
1783.8	15.89
1788.7	8.04
1793.6	0.91
1798.6	14.82
1803.5	4.78
1808.4	7.62
1813.3	0
1818.2	0.8
1823.1	3.41
1828	2.86
1832.9	0.99
1837.8	5.87
1842.7	15.64
1847.5	0.29
1852.4	0.82
1857.3	4.1
1862.2	1.64
1867	5.49
1871.9	8.93
1876.8	4.92
1881.6	3.03
1886.5	0.91
1891.3	14.07
1896.2	3.21
1901	13.58
1905.8	2.25
1910.7	0.34
1915.5	0.57
1920.3	6.96
1925.2	9.86
1930	2.38
1934.8	0
1939.6	0.56
1944.4	5.05
1949.2	0
1954	0.51
1958.8	1.12
1963.6	0
1968.4	2.54
1973.2	0
1978	2.84
1982.8	0
1987.5	0
1992.3	0
1997.1	1.86
2001.9	0
2006.6	0.55
2011.4	6.41
2016.1	0
2020.9	9.42
2025.6	4.47
2030.4	1.28
2035.1	10.68
2039.9	1.98
2044.6	22.5
2049.3	14.72
2054	0
2058.8	13.46
2063.5	13.74
2068.2	8.55
2072.9	0.79
2077.6	0
2082.3	2.3
2087	5.14
2091.7	0
2096.4	1.51
2101.1	0
2105.8	9.39
2110.5	9.44
2115.2	0.77
2119.9	13.47
2124.5	12.81
2129.2	9.26
2133.9	10.94
2138.5	3.09
2143.2	8.94
2147.9	0.85
2152.5	9.06
2157.2	9.09
2161.8	8.46
2166.5	10.21
2171.1	0.56
2175.7	8.22
2180.4	12.07
2185	0
2189.6	0.62
2194.3	1.05
2198.9	4.25
2203.5	6.97
2208.1	0
2212.7	0.53
2217.3	2.96
2221.9	0
2226.5	0.22
2231.1	0
2235.7	2.69
2240.3	0
2244.9	1.69
2249.5	0
2254.1	0.66
2258.6	1.94
2263.2	6.08
2267.8	10.07
2272.3	9.5
2276.9	6.78
2281.5	0
2286	10.39
2290.6	0
2295.1	1.27
2299.7	0
2304.2	0.36
2308.7	0.53
2313.3	1.18
2317.8	0
2322.3	8.33
2326.9	5.69
2331.4	0.65
2335.9	12.02
2340.4	5.87
2344.9	0
2349.5	6.79
2354	0.44
2358.5	5.66
2363	0
2367.5	0.06
2372	6.68
2376.4	0
2380.9	6.41
2385.4	1.55
2389.9	9.7
2394.4	6.45
2398.8	4.79
2403.3	2
2407.8	0.98
2412.2	11.25
2416.7	9.85
2421.2	4.75
2425.6	0.63
2430.1	12.31
2434.5	14.71
2439	11.58
2443.4	7.95
2447.8	9.15
2452.3	0.57
2456.7	8.46
2461.1	10.56
2465.6	10.99
2470	6.37
2474.4	5.85
2478.8	7
2483.2	0
2487.6	7.07
